source_row,item,age_group,mean,share_reported,se,rse
558,Life and other personal insurance,55-64 years,726.0,0.9,79.32,10.93
558,Life and other personal insurance,65 years and older,616.0,1.0,33.57,5.45
558,Life and other personal insurance,65-74 years,665.0,1.0,42.64,6.42
558,Life and other personal insurance,75 years and older,547.0,1.0,50.5,9.23
563,"Retirement, pensions, and Social Security",All consumer units,9222.0,11.7,157.22,1.7
563,"Retirement, pensions, and Social Security",Under 25 years,4374.0,9.3,342.24,7.82
563,"Retirement, pensions, and Social Security",25-34 years,10447.0,14.0,249.39,2.39
563,"Retirement, pensions, and Social Security",35-44 years,12869.0,14.1,443.52,3.45
563,"Retirement, pensions, and Social Security",45-54 years,14177.0,14.1,565.71,3.99
563,"Retirement, pensions, and Social Security",55-64 years,11447.0,13.5,422.94,3.69
563,"Retirement, pensions, and Social Security",65 years and older,2863.0,4.7,143.63,5.02
563,"Retirement, pensions, and Social Security",65-74 years,3914.0,6.0,200.56,5.12
563,"Retirement, pensions, and Social Security",75 years and older,1361.0,2.4,150.28,11.04
571,Income before taxes,All consumer units,104207.0,,1248.94,1.2
571,Income before taxes,Under 25 years,48514.0,,3585.03,7.39
571,Income before taxes,25-34 years,102494.0,,2500.8,2.44
571,Income before taxes,35-44 years,128285.0,,2889.26,2.25
571,Income before taxes,45-54 years,141121.0,,4186.85,2.97
571,Income before taxes,55-64 years,121571.0,,4133.34,3.4
571,Income before taxes,65 years and older,67462.0,,1692.81,2.51
571,Income before taxes,65-74 years,75460.0,,2601.34,3.45
571,Income before taxes,75 years and older,56028.0,,2107.55,3.76
575,Wages and salaries,All consumer units,80864.0,77.6,1076.56,1.33
575,Wages and salaries,Under 25 years,43360.0,89.4,3409.14,7.86
575,Wages and salaries,25-34 years,95038.0,92.7,2266.99,2.39
575,Wages and salaries,35-44 years,114905.0,89.6,2531.0,2.2
575,Wages and salaries,45-54 years,124248.0,88.0,3895.92,3.14
575,Wages and salaries,55-64 years,96110.0,79.1,3324.4,3.46
575,Wages and salaries,65 years and older,23800.0,35.3,1269.54,5.33
575,Wages and salaries,65-74 years,32898.0,43.6,1967.89,5.98
575,Wages and salaries,75 years and older,10795.0,19.3,1209.21,11.2
580,Self-employment income,All consumer units,7084.0,6.8,456.11,6.44
580,Self-employment income,Under 25 years,2248.0,4.6,932.08,41.46
580,Self-employment income,25-34 years,4888.0,4.8,934.17,19.11
580,Self-employment income,35-44 years,8107.0,6.3,1167.5,14.4
580,Self-employment income,45-54 years,10612.0,7.5,1254.29,11.82
580,Self-employment income,55-64 years,10968.0,9.0,1354.54,12.35
580,Self-employment income,65 years and older,3987.0,5.9,699.53,17.55
580,Self-employment income,65-74 years,4951.0,6.6,1114.23,22.51
580,Self-employment income,75 years and older,2609.0,4.7,686.09,26.3
585,"Social Security, private and government retirement",All consumer units,11646.0,11.2,235.24,2.02
585,"Social Security, private and government retirement",Under 25 years,483.0,1.0,222.69,46.12
585,"Social Security, private and government retirement",25-34 years,639.0,0.6,98.25,15.39
585,"Social Security, private and government retirement",35-44 years,1593.0,1.2,226.16,14.19
585,"Social Security, private and government retirement",45-54 years,2916.0,2.1,341.29,11.7
585,"Social Security, private and government retirement",55-64 years,7558.0,6.2,521.5,6.9
585,"Social Security, private and government retirement",65 years and older,33382.0,49.5,759.63,2.28
585,"Social Security, private and government retirement",65-74 years,31347.0,41.5,1006.55,3.21
585,"Social Security, private and government retirement",75 years and older,36291.0,64.8,1088.41,3.0
590,"Interest, dividends, rental income, and other property income",All consumer units,3066.0,2.9,207.8,6.78
590,"Interest, dividends, rental income, and other property income",Under 25 years,147.0,0.3,103.08,70.07
590,"Interest, dividends, rental income, and other property income",25-34 years,432.0,0.4,88.71,20.54
590,"Interest, dividends, rental income, and other property income",35-44 years,1978.0,1.5,416.03,21.03
590,"Interest, dividends, rental income, and other property income",45-54 years,1721.0,1.2,325.44,18.91
590,"Interest, dividends, rental income, and other property income",55-64 years,5134.0,4.2,738.14,14.38
590,"Interest, dividends, rental income, and other property income",65 years and older,5149.0,7.6,445.27,8.65
590,"Interest, dividends, rental income, and other property income",65-74 years,5073.0,6.7,457.59,9.02
590,"Interest, dividends, rental income, and other property income",75 years and older,5257.0,9.4,826.23,15.72
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",All consumer units,620.0,0.6,44.32,7.15
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",Under 25 years,538.0,1.1,125.43,23.3
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",25-34 years,623.0,0.6,78.8,12.65
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",35-44 years,667.0,0.5,78.6,11.79
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",45-54 years,586.0,0.4,99.7,17.0
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",55-64 years,933.0,0.8,143.25,15.36
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",65 years and older,428.0,0.6,42.16,9.84
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",65-74 years,534.0,0.7,60.78,11.39
595,"Public assistance, Supplemental Security Income, Supplementary Nutrition Assistance Program (SNAP)",75 years and older,278.0,0.5,38.52,13.87
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",All consumer units,635.0,0.6,76.2,12.0
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",Under 25 years,334.0,0.7,169.63,50.83
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",25-34 years,539.0,0.5,114.1,21.17
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",35-44 years,822.0,0.6,139.25,16.93
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",45-54 years,723.0,0.5,297.23,41.11
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",55-64 years,607.0,0.5,147.25,24.28
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",65 years and older,588.0,0.9,74.9,12.75
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",65-74 years,524.0,0.7,92.15,17.58
600,"Unemployment and workers' compensation, veterans' benefits, and regular contributions for support",75 years and older,678.0,1.2,124.31,18.33
605,Other income,All consumer units,291.0,0.3,28.63,9.83
605,Other income,Under 25 years,1404.0,2.9,379.45,27.02
605,Other income,25-34 years,335.0,0.3,54.42,16.26
605,Other income,35-44 years,212.0,0.2,33.53,15.79
605,Other income,45-54 years,314.0,0.2,70.93,22.61
605,Other income,55-64 years,262.0,0.2,54.5,20.78
605,Other income,65 years and older,128.0,0.2,25.34,19.74
605,Other income,65-74 years,133.0,0.2,25.28,18.94
605,Other income,75 years and older,121.0,0.2,44.21,36.5
614,Other money receipts,All consumer units,942.0,,136.0,14.44
614,Other money receipts,Under 25 years,125.0,,58.52,46.92
614,Other money receipts,25-34 years,516.0,,216.77,42.03
614,Other money receipts,35-44 years,509.0,,187.36,36.82
614,Other money receipts,45-54 years,692.0,,239.2,34.54
614,Other money receipts,55-64 years,1079.0,,286.02,26.52
614,Other money receipts,65 years and older,1642.0,,365.34,22.24
614,Other money receipts,65-74 years,2088.0,,492.05,23.57
614,Other money receipts,75 years and older,1005.0,,513.22,51.06
618,Mortgage principal paid on owned property,All consumer units,-2924.0,,127.76,-4.37
618,Mortgage principal paid on owned property,Under 25 years,-517.0,,255.67,-49.46
618,Mortgage principal paid on owned property,25-34 years,-2050.0,,156.65,-7.64
618,Mortgage principal paid on owned property,35-44 years,-3898.0,,534.45,-13.71
618,Mortgage principal paid on owned property,45-54 years,-4465.0,,337.08,-7.55
618,Mortgage principal paid on owned property,55-64 years,-3625.0,,187.78,-5.18
618,Mortgage principal paid on owned property,65 years and older,-1865.0,,105.03,-5.63
618,Mortgage principal paid on owned property,65-74 years,-2213.0,,152.05,-6.87
618,Mortgage principal paid on owned property,75 years and older,-1366.0,,198.24,-14.51
622,Estimated market value of owned home,All consumer units,310670.0,,6887.25,2.22
622,Estimated market value of owned home,Under 25 years,30001.0,,6481.74,21.61
622,Estimated market value of owned home,25-34 years,169777.0,,8722.86,5.14
622,Estimated market value of owned home,35-44 years,292785.0,,12155.06,4.15
622,Estimated market value of owned home,45-54 years,383818.0,,18634.61,4.86
622,Estimated market value of owned home,55-64 years,367815.0,,13599.8,3.7
622,Estimated market value of owned home,65 years and older,367817.0,,13840.96,3.76
622,Estimated market value of owned home,65-74 years,369134.0,,18188.02,4.93
622,Estimated market value of owned home,75 years and older,365936.0,,15781.8,4.31
626,Estimated monthly rental value of owned home,All consumer units,1556.0,,21.69,1.39
626,Estimated monthly rental value of owned home,Under 25 years,186.0,,35.0,18.86
626,Estimated monthly rental value of owned home,25-34 years,965.0,,40.61,4.21
626,Estimated monthly rental value of owned home,35-44 years,1518.0,,43.39,2.86
626,Estimated monthly rental value of owned home,45-54 years,1848.0,,60.48,3.27
626,Estimated monthly rental value of owned home,55-64 years,1821.0,,44.86,2.46
626,Estimated monthly rental value of owned home,65 years and older,1798.0,,37.38,2.08
626,Estimated monthly rental value of owned home,65-74 years,1822.0,,49.47,2.71
626,Estimated monthly rental value of owned home,75 years and older,1764.0,,48.26,2.74
